id,candidate,song,artist,sentiment,theme,album_release_date,line,url
148,Donald Trump.37,John They're Stealing,Thirstin Howl III,neutral.63,money.21,2002.6,"Sold to Donald Trump, for personal checks",http://genius.com/Thirstin-howl-iii-john-theyre-stealing-lyrics
149,Donald Trump.38,Motion,Curren$y,positive.45,hotel.12,2012.13,Car service brung me to the Trump Tower,http://genius.com/Curren-y-motion-lyrics
150,Donald Trump.39,Kick Back Music,CyHi The Prynce,neutral.64,hotel.13,2013.13,That might get you staying a couple nights up at the Trump,http://genius.com/Cyhi-the-prynce-kick-back-music-lyrics
151,Donald Trump.40,SkyScraper V,D.R.C,positive.46,money.22,2013.14,I'm trying to make it large trying to Donald Trump it,http://genius.com/Drc-skyscraper-v-lyrics
152,Donald Trump.41,Take It Off Part 2,Busta Rhymes,positive.47,hotel.14,2002.7,Kennedy loft hoes mackin at the top of the Trump Towers,http://genius.com/Busta-rhymes-take-it-off-part-2-lyrics
153,Donald Trump.42,Jussummen,Das EFX,positive.48,money.23,1992.1,I went and break a slut like Donald Trump can break a million,http://genius.com/Das-efx-jussummen-lyrics
154,Donald Trump.43,What More Can I Say,Jay Z.3,positive.49,hotel.15,2003.2,I'm at the Trump International: ask for me I ain't never scared,http://genius.com/Jay-z-what-more-can-i-say-lyrics
155,Donald Trump.44,Nothing More,DeDa,positive.50,money.24,2003.3,"Cause boom, you can be Donald Trump and shit",http://genius.com/Pete-rock-nothing-more-lyrics
156,Donald Trump.45,Tightanic,Demark,positive.51,money.25,2014.7,We'åll run the market like we be Donald Trump,http://genius.com/Double-p-tightanic-lyrics
157,Donald Trump.46,Feel the Beat,LL Cool J,positive.52,hotel.16,2004.2,Spend a night in Trump Towers with a blue eyed blonde,http://genius.com/Ll-cool-j-feel-the-beat-lyrics
158,Donald Trump.47,Shyne,Shyne.1,positive.53,hotel.17,2004.3,"And dick for you bitches, up in the Trump Tower",http://genius.com/Shyne-shyne-lyrics
159,Donald Trump.48,Right to Bare Arms,Killah Priest,negative.38,N/A.47,2005.5,This one's for the cops and the war lord Trump,http://genius.com/Maccabeez-right-to-bare-arms-lyrics
160,Donald Trump.49,We Gon' Make It,Diddy,positive.54,money.26,2006.4,"That Bill Gates, Donald Trump, Bloomberg money",http://genius.com/Puff-daddy-we-gon-make-it-lyrics
161,Donald Trump.50,Good Morning,Cage,neutral.65,N/A.48,2005.6,Donald Trump shotgun pumps illegal store fronts,http://genius.com/Cage-good-morning-lyrics
162,Donald Trump.51,Dumb,The High & Mighty,negative.39,personal.34,2005.7,"I'm Donald Trump, with raccoon hair-dos",http://genius.com/The-high-and-mighty-dumb-lyrics
163,Donald Trump.52,I Wish You Would,Chino XL.2,neutral.66,The Apprentice,2005.8,Music's my apprentice Donald Trump couldn't fire me,http://genius.com/Sway-i-wish-you-would-lyrics
164,Donald Trump.53,Money Talks,Double X Posse,positive.55,money.27,1995.1,A bank account so fat that Donald Trump would wanna be me,http://genius.com/Double-x-double-xx-posse-money-talks-lyrics
165,Donald Trump.54,I'm Ballin' Man,Drama,positive.56,money.28,2000.6,More realer than Rockafeller more cheese than Donald Trump,http://genius.com/Dr-ama-im-ballin-lyrics
166,Donald Trump.55,Shut Up Bitch,Lil Kim,positive.57,hotel.18,2005.9,"I'm in the Trump International, 30 floors up (so high)",http://genius.com/Lil-kim-shut-up-bitch-lyrics
167,Donald Trump.56,Trump Change,E-40,positive.58,money.29,1998.5,"Trump change, I'm talkin Donald Trump change",http://genius.com/E-40-trump-change-lyrics
168,Donald Trump.57,Heavy Metal Kings,Jedi Mind Tricks,neutral.67,The Apprentice.1,2006.5,"I'm like Trump in the Apprentice, only fire at night",http://genius.com/Jedi-mind-tricks-heavy-metal-kings-lyrics
169,Donald Trump.58,The N,Nas.3,neutral.68,personal.35,2006.6,The Apprentice but not Trump,http://genius.com/Nas-the-n-lyrics
170,Donald Trump.59,Buy U Some 2,Erick Sermon,positive.59,money.30,2006.7,"No need to talk about the reeiches, I mean Trump punk",http://genius.com/Too-short-buy-u-some-2-lyrics
171,Donald Trump.60,Favorite Drug,Styles P.1,positive.60,hotel.19,2006.8,"Got a blunt blaze it up, we can get a room in the Trump",http://genius.com/Styles-p-favorite-drug-lyrics
172,Donald Trump.61,Mo Cars Mo Hoes,Fabolous.1,positive.61,money.31,2008.17,"They know I'm hood rich, Donald Trump of the pumpers",http://genius.com/Fabolous-mo-cars-mo-hoes-lyrics
173,Donald Trump.62,So What,Far East Movement,positive.62,money.32,2010.6,Hundred dollar bills stacked higher than the Trump,http://genius.com/Far-east-movement-so-what-lyrics
174,Donald Trump.63,LIE-Z,Fat Boys,positive.63,money.33,1989.2,"Boy, I got money like Donald Trump!",http://genius.com/Fat-boys-lie-z-lyrics
175,Donald Trump.64,Jealousy,Fat Joe,positive.64,money.34,2006.9,We fuckin with Donald Trump now,http://genius.com/Fat-joe-jealousy-lyrics
176,Donald Trump.65,Kick it Like That,Styles P.2,positive.65,hotel.20,2006.10,"I'm at the double-oh suites of Trump, for at least a month",http://genius.com/Styles-p-kick-it-like-that-lyrics
177,Donald Trump.66,Playas Only,The Game.1,neutral.69,hotel.21,2006.11,Bet she ain't never seen the penthouse at The Trump,http://genius.com/The-game-playas-only-lyrics
178,Donald Trump.67,The Morning News,Chamillionaire,neutral.70,N/A.49,2007.5,Rosie O'Donnell and Donald Trump stay arguin' about nonsense,http://genius.com/Chamillionaire-the-morning-news-lyrics
179,Donald Trump.68,Blow Ya Mind Remix,Jadakiss,positive.66,hotel.22,2007.6,"Pump haze, blow sour, top floor of the Trump Towers",http://genius.com/Styles-p-blow-ya-mind-remix-lyrics
180,Donald Trump.69,Invisible Man,Joe Budden,positive.67,hotel.23,2007.7,"One's national, Trump International, rational",http://genius.com/Joe-budden-invisible-man-lyrics
181,Donald Trump.70,My Drink n My 2 Step (Remix),Kanye West,neutral.71,The Apprentice.2,2007.8,"We fired motherfuckers, Donald Trump n----",http://genius.com/Cassidy-my-drink-n-my-2-step-remix-lyrics
182,Donald Trump.71,Midgets and Giants,Sage Francis,neutral.72,The Apprentice.3,2007.9,"Fuck an apprentice, I've got more firepower than Donald Trump",http://genius.com/Sage-francis-midgets-and-giants-lyrics
183,Donald Trump.72,We Made Our Own,Future,positive.68,money.35,2013.15,"I'm John Gotti paid, now I'm going Donald Trump",http://genius.com/Future-we-made-our-own-lyrics
184,Donald Trump.73,Suicide,Fabolous.2,positive.69,hotel.24,2008.18,"It's Loso, a.k.a the 1 Trump Plaza suite creeper",http://genius.com/Fabolous-suicide-lyrics
185,Donald Trump.74,Mo Cars Mo Hoes.1,Freck Billionaire,positive.70,hotel.25,2008.19,"Trump Tower, you ain't got the same room as me",http://genius.com/Fabolous-mo-cars-mo-hoes-lyrics
186,Donald Trump.75,Love Don't Cost a Thing (Neptunes Remix),Ghostface Killah,positive.71,money.36,2012.14,"Big lobster dishes wit Trump, this how come I feel for you",http://genius.com/Jennifer-lopez-love-dont-cost-a-thing-neptunes-remix-lyrics
187,Donald Trump.76,Truth,God,positive.72,money.37,2014.8,"Tryna add a couple more zeroes, Donald Trump is my hero",http://genius.com/God-truth-lyrics
188,Donald Trump.77,Song for the Ville,J.Cole,neutral.73,money.38,2010.7,"Bill Gates, Donald Trump, motherfucker let me in",http://genius.com/J-cole-song-for-the-ville-lyrics
189,Donald Trump.78,Don't Trip,Petey Pablo,neutral.74,N/A.50,2009.5,I done been with Donald Trump and you help bitches,http://genius.com/Petey-pablo-dont-trip-lyrics
190,Donald Trump.79,Loose,Spank Rock,positive.73,hotel.26,2008.20,"Ain't that what you want, a Hilton ain't a Trump",http://genius.com/Spank-rock-loose-lyrics
191,Donald Trump.80,How We Rock,Termanology,neutral.75,money.39,2008.21,I copped enough coke and guns to open Trump,http://genius.com/Termanology-how-we-rock-lyrics
192,Donald Trump.81,Pimp Slap,Tyler the Creator,neutral.76,personal.36,2008.22,With my Donald Trump hair piece you're an apprentice,http://genius.com/Left-brain-pimp-slap-lyrics
193,Donald Trump.82,I Gotta Say What Up!!!,Ice Cube.3,positive.74,money.40,1990.1,Cause he makin' more than Donald Trump,http://genius.com/Ice-cube-i-gotta-say-what-up-lyrics
194,Donald Trump.83,Three Strikes You In,Ice Cube.4,positive.75,money.41,1998.6,I'm just tryin' to get rich like Trump,http://genius.com/Ice-cube-three-strikes-you-in-lyrics
195,Donald Trump.84,Folklore,Dumbtron,negative.40,political.29,2009.6,Alarming heat at the heels of a punk politician / Trump tall tales with a bump full of bomb fission,http://genius.com/Mr-lif-folklore-lyrics
196,Donald Trump.85,Put Ya in Da Game,Fat Joe.1,positive.76,hotel.27,2009.7,"I took her out of the 'jects, the top floor of the Trump",http://genius.com/Fat-joe-put-ya-in-da-game-lyrics
197,Donald Trump.86,Daze,Ja-Bar,positive.77,money.42,2010.8,"The Donald Trump money, a pow way is stuntin' and problems keep on comin'",http://genius.com/Ja-bar-daze-lyrics
198,Donald Trump.87,I'm Ballin,Rick Ross.2,neutral.77,money.43,2009.8,Proceeds 'till we perceive the stunt like Donald Trump,http://genius.com/J-money-im-ballin-lyrics
199,Donald Trump.88,So Appalled,Kanye West.1,neutral.78,money.44,2010.9,"Balding, Donald Trump taking dollars from y'all",http://genius.com/Kanye-west-so-appalled-lyrics
200,Donald Trump.89,Independent,KXNG Crooked,positive.78,hotel.28,2010.10,"We fuck a couple hoes, am I sweet at the Trump?",http://genius.com/Crooked-i-independent-lyrics
201,Donald Trump.90,Blue Flame Remix,Lil B.1,neutral.79,The Apprentice.4,2010.11,"Call me Donald Trump how I fire losers / How Donald Trump fire workers, I fire rugers",http://genius.com/Lil-b-blue-flame-remix-lyrics
202,Donald Trump.91,Success,Jay Z.4,positive.79,hotel.29,2007.10,I got watches I ain't seen in months / Apartment at the Trump; I only slept in once,http://genius.com/Jay-z-success-lyrics
203,Donald Trump.92,Zoom Zooms and Wam Wam,Jay-O-Felony,positive.80,personal.37,1995.2,"I wanna be like Donald Trump, not Willie Lump-Lump",http://genius.com/Jay-o-felony-zoom-zooms-and-wam-wam-lyrics
204,Donald Trump.93,Street 2 Street,Jay-O-Felony.1,positive.81,money.45,1997.3,Smokin the hump with dreams of livin lavish like Donald Trump,http://genius.com/Jay-o-felony-street-2-street-lyrics
205,Donald Trump.94,Still Get It in Ohio,Machine Gun Kelly,neutral.80,N/A.51,2010.12,And they call me Donald Trump Mr. O-H-I-O took your misses / And now you just Mr. I-hate-my-ho (lame),http://genius.com/Machine-gun-kelly-still-get-it-in-ohio-lyrics
206,Donald Trump.95,Thug Motivation 101,Jeezy.1,positive.82,N/A.52,2005.10,I'm Donald Trump in a white tee and white 1's (chea),http://genius.com/Jeezy-thug-motivation-101-lyrics
207,Donald Trump.96,Trump,Jeezy.2,positive.83,money.46,2011.6,Richest n---- in my hood; call me Donald Trump,http://genius.com/Jeezy-trump-lyrics
208,Donald Trump.97,Vagina,"Royce Da 5'9"".1",positive.84,hotel.30,2010.13,I'm in the Trump Tower shower washin' ink off me,http://genius.com/Royce-da-59-vagina-lyrics
209,Donald Trump.98,If You Love Me,Sheek Louch.1,positive.85,hotel.31,2010.14,"Burgundy gauze, Trump building one of these floors",http://genius.com/Dj-absolut-if-you-love-me-lyrics
210,Donald Trump.99,Salute,The Diplomats,neutral.81,hotel.32,2010.15,"She was wearin pumps, headed to the Trump",http://genius.com/The-diplomats-salute-lyrics
211,Donald Trump.100,I Don't Play With Guns,Alley Boy,neutral.82,N/A.53,2011.7,"Add up our word: all the nonbelievers in white chalk / Trump n----, talk shit",http://genius.com/Juicy-j-i-dont-play-with-guns-lyrics
212,Donald Trump.101,Shootin,Juicy J,neutral.83,The Apprentice.5,2013.16,And fire them shots just like I'm Donald Trump,http://genius.com/Juicy-j-shootin-lyrics
213,Donald Trump.102,Tell Me What You're Lookin' For,Kane & Abel,positive.86,money.47,1998.7,"Kane and Abel in this bitch, gettin' rich as Trump",http://genius.com/Kane-tell-me-what-youre-lookin-for-lyrics
214,Donald Trump.103,Tim Westwood Freestyle,Kanye West.2,positive.87,money.48,2004.4,"Uh, more like Donald Trump, with the way I get it crunk",http://genius.com/Kanye-west-tim-westwood-freestyle-lyrics
215,Donald Trump.104,Webster's Laboratory,Chris Webby.2,neutral.84,The Apprentice.6,2011.8,So authentic Donald Trump is my apprentice,http://genius.com/Chris-webby-websters-laboratory-lyrics
216,Donald Trump.105,P.A.,Mac Miller,negative.41,personal.38,2011.9,Donald Trump with better hair,http://genius.com/Freeway-pa-lyrics
217,Donald Trump.106,Is It Love,Kendrick Lamar,positive.88,money.49,2009.9,"Give me fame and fortune, me and Trump on golf courses",http://genius.com/Kendrick-lamar-is-it-love-lyrics
218,Donald Trump.107,Another One,Rock,neutral.85,N/A.54,2011.10,"I own them, fuck a Donald Trump, I'm 'Donald Dump' I got realty",http://genius.com/Random-axe-another-one-lyrics
219,Donald Trump.108,Reputations on the Line,Kevin Gates,positive.89,money.50,2011.11,"Money right, my feelings ice, I'm Donald Trump when it's precise",http://genius.com/Kevin-gates-reputations-on-the-line-lyrics
220,Donald Trump.109,Best Days of Lives,Donnis,neutral.86,N/A.55,2011.12,"I'm a Mac bitch, I stay on my Donald Trump shit",http://genius.com/Xv-best-days-of-lives-lyrics
221,Donald Trump.110,Paid,Kid Rock,positive.90,money.51,1996.3,I'll still be in the house getting paid like Trump,http://genius.com/Kid-rock-paid-lyrics
222,Donald Trump.111,Lights,Frank Ocean,neutral.87,money.52,2011.13,Donald Trump said buy an apartment wit her,http://genius.com/Frank-ocean-lights-lyrics
223,Donald Trump.112,Tower Heist,Nas.4,positive.91,hotel.33,2011.14,"This a tower heist, even Donald Trump can get it",http://genius.com/Nas-tower-heist-lyrics
224,Donald Trump.113,Once Upon a Time,King Sun,positive.92,money.53,1994.2,Today I'm livin large as if my last name was Trump,http://genius.com/King-sun-once-upon-a-time-lyrics
225,Donald Trump.114,On the Real,Nas.5,positive.93,hotel.34,2011.15,"Up in the Trump Plaza, Suite 3010",http://genius.com/Nas-on-the-real-lyrics
226,Donald Trump.115,Thug Chronicles,Kool G. Rap.1,positive.94,money.54,2002.8,Collect Trump papers with pumps and gauges,http://genius.com/Kool-g-rap-thug-chronicles-lyrics
227,Donald Trump.116,K.O.T.T.O.N.M.O.U.T.H.,Kottonmouth Kings,neutral.88,The Apprentice.7,2008.23,I'm like the Donald Trump of drinking and homie your fired,http://genius.com/Kottonmouth-kings-kottonmouth-lyrics
228,Donald Trump.117,Your World & My World,Raekwon,positive.95,hotel.35,2011.16,"Wild fight, customized dice, get nice in the Trump Tower",http://genius.com/Raekwon-your-world-and-my-world-lyrics
229,Donald Trump.118,You Know What,Tinie Tempah,neutral.89,The Apprentice.8,2011.17,"Donald Trump profit, take an apprenticeship",http://genius.com/Tinie-tempah-you-know-what-lyrics
230,Donald Trump.119,Elimination Chamber,Action Bronson,positive.96,hotel.36,2012.15,"Backflip in a jacuzzi, forty floors inside the Trump",http://genius.com/Domo-genesis-and-alchemist-elimination-chamber-lyrics
231,Donald Trump.120,Help Me,Deuce,neutral.90,money.55,2012.16,Motherfucker I ain't got no love for some fake ass wannabe Donald Trump!,http://genius.com/Deuce-help-me-lyrics
232,Donald Trump.121,Flex 36,Lil B.2,positive.97,N/A.56,2013.17,"Stephen Curry Basedgod, Donald Trump Basedgod",http://genius.com/Lil-b-flex-36-lyrics
233,Donald Trump.122,Jet Life (Remix),Jeezy.3,positive.98,hotel.37,2012.17,Trump Towers I'm sky high,http://genius.com/Curren-y-jet-life-remix-lyrics
234,Donald Trump.123,What's Up Wit Dat,Lil Wayne.1,positive.99,money.56,2000.7,Next time you see me I'll have money like Donald Trump,http://genius.com/Juvenile-whats-up-wit-dat-lyrics
235,Donald Trump.124,Get Down,Lil Wayne.2,positive.100,money.57,2004.5,I gotta hold up my estate like Donald Trump,http://genius.com/Lil-wayne-get-down-lyrics
236,Donald Trump.125,Ice Cream,Lil Wayne.3,positive.101,money.58,2009.10,"I was in the trenches, now I'm in the Trump",http://genius.com/Lil-wayne-ice-cream-lyrics
237,Donald Trump.126,Racks,Lil Wayne.4,positive.102,money.59,2011.18,Get money like Donald Trump,http://genius.com/Lil-wayne-racks-on-racks-lyrics
238,Donald Trump.127,Ball,Lil Wayne.5,neutral.91,The Apprentice.9,2012.18,I'ma fire my blunt like Donald Trump,http://genius.com/Ti-ball-lyrics
239,Donald Trump.128,Lil Snupe Meek Mill Freestyle Part 2,Lil' Snupe,positive.103,money.60,2013.18,And show her how I get it like I'm Donald Trump,http://genius.com/Lil-snupe-lil-snupe-meek-mill-freestyle-part-2-lyrics
240,Donald Trump.129,Comin' for Ya Head,Raekwon.1,positive.104,hotel.38,2012.19,"We chilling in the Trump Towers, onions and soul",http://genius.com/Wu-block-comin-for-ya-head-lyrics
241,Donald Trump.130,Blame the Label (Ghida Fakhry),The Narcicyst,neutral.92,personal.39,2012.20,We're brushing up over here (hair) like Donald Trump,http://genius.com/The-narcicyst-blame-the-label-ghida-fakhry-lyrics
242,Donald Trump.131,Perfume,Aasim,positive.105,hotel.39,2013.19,"Four Seasons or the Trump, come have a sleep over",http://genius.com/Aasim-perfume-lyrics
243,Donald Trump.132,Hip Hop Quotables,Ludacris.2,positive.106,money.61,2003.4,"I buy cars with straight cash, have meetings with Donald Trump",http://genius.com/Ludacris-hip-hop-quotables-lyrics
244,Donald Trump.133,Raiders Cap,Demigodz,negative.42,personal.40,2013.20,Blow your wig to the side like hair on Donald Trump,http://genius.com/Demigodz-raiders-cap-lyrics
245,Donald Trump.134,Donald Trump.135,Mac Miller.1,positive.107,money.62,2011.19,"Take over the world when I'm on my Donald Trump shit / Look at all this money, ain't that some shit",http://genius.com/Mac-miller-donald-trump-lyrics
246,Donald Trump.136,Thoughts From a Balcony,Mac Miller.2,positive.108,money.63,2012.21,"My khaki's filled with cheese, my homie Sap is on the beat like it was ""Donald Trump,"" a fucking hit but I just call it luck",http://genius.com/Mac-miller-thoughts-from-a-balcony-lyrics
247,Donald Trump.137,Dis Ain't What You Want (Remix),French Montana,negative.43,N/A.57,2013.21,"You can hate, don't frown, my n---- / With Donald Trump in the trunk, my n----",http://genius.com/Lil-durk-dis-aint-what-you-want-remix-lyrics
248,Donald Trump.138,Don't Drop That,Futuristic,neutral.93,The Apprentice.10,2013.22,Not even Donald Trump would fire Zach,http://genius.com/Futuristic-dont-drop-that-lyrics
249,Donald Trump.139,211,Master P.2,positive.109,money.64,1994.3,Put more cash in my pockets than Donald Trump,http://genius.com/Master-p-211-lyrics
250,Donald Trump.140,Morphine,Gorilla Warfare Tactics,positive.110,hotel.40,2013.23,Like Iåm Trump and yelling out on the tower top of the Taj,http://genius.com/Gorilla-warfare-tactics-morphine-lyrics
251,Donald Trump.141,Off the Corner,Meek Mill,positive.111,money.65,2014.9,Going Donald Trump numbers on the corner,http://genius.com/Meek-mill-off-the-corner-lyrics
252,Donald Trump.142,Since Day 1,Migos.1,positive.112,money.66,2013.24,"I got the white man money, call me Donald Trump",http://genius.com/Migos-since-day-1-lyrics
253,Donald Trump.143,Giv No Fuks,Migos.2,positive.113,N/A.58,2014.10,"Wake up in the morning, up like Donald Trump",http://genius.com/Jeremih-giv-no-fuks-lyrics
254,Donald Trump.144,"Dag, Philly Too",Homeboy Sandman,neutral.94,N/A.59,2013.25,"Before a Trump, the billionaire punks was the pattern",http://genius.com/Homeboy-sandman-dag-philly-too-lyrics
255,Donald Trump.145,Neighborhood Scientists,Migos.3,positive.114,money.67,2015.10,Living life like Donald Trump,http://genius.com/Migos-neighborhood-scientists-lyrics
256,Donald Trump.146,Bars,Migos.4,positive.115,money.68,2016.4,Billionaire looking my way IÛªm on pace / Feeling like Donald Trump back in the day,http://genius.com/Migos-bars-lyrics
257,Donald Trump.147,Minority Report,KXNG Crooked.1,positive.116,hotel.41,2013.26,"Iåm in the Trump and the National out in Sunny Isles, Miami",http://genius.com/Crooked-i-minority-report-lyrics
258,Donald Trump.148,Red Dot Music,Loaded Lux,neutral.95,money.69,2013.27,I'm gon' rob this chump / On a party on Fifth Ave like he Donald Trump,http://genius.com/Mac-miller-red-dot-music-lyrics
259,Donald Trump.149,Break My Wrist,PeeWee Longway,neutral.96,The Apprentice.11,2013.28,"I'm Donald Trump, you think I won't fire my bitch",http://genius.com/Peewee-longway-break-my-wrist-lyrics
260,Donald Trump.150,Money Is My Bitch,Nas.6,positive.117,personal.41,1999.7,The best couple they seen since Trump and Marla Maple,http://genius.com/Nas-money-is-my-bitch-lyrics
261,Donald Trump.151,Karate Chop (Freestyle),Shaquille O'Neal,neutral.97,money.70,2013.29,"You ain't got enough, better get a loan from Mr. Bill Gates / And Donald Trump, and Carlos Slim",http://genius.com/Shaquille-oneal-karate-chop-freestyle-lyrics
262,Donald Trump.152,The People's Douche,Spose,neutral.98,money.71,2013.30,Donald Trump just asked me for spare change,http://genius.com/Spose-the-peoples-douche-lyrics
263,Donald Trump.153,Make the World Go Round,Nas.7,positive.118,hotel.42,2008.24,Get the whole Trump Tower top floor for the hood,http://genius.com/Nas-make-the-world-go-round-lyrics
264,Donald Trump.154,I Shoulda Tried Harder.1,Wax.1,neutral.99,N/A.60,2013.31,But Donald Trump I ain't talking to you,http://genius.com/Wax-i-shoulda-tried-harder-lyrics
265,Donald Trump.155,Break My Wrist.1,Young Thug,neutral.100,The Apprentice.12,2013.32,I'm Donald Trump I just fire my bitch,http://genius.com/Peewee-longway-break-my-wrist-lyrics
266,Donald Trump.156,Loco-Motive,Nas.8,positive.119,money.72,2012.22,"Like Trump being up down up, play with cash",http://genius.com/Nas-loco-motive-lyrics
267,Donald Trump.157,Loaded,Young Thug.1,neutral.101,N/A.61,2013.33,(Uh!) Plottin' on Donald Trump (woo! woo!),http://genius.com/Young-thug-loaded-lyrics
268,Donald Trump.158,Country Grammar (Hot Shit),Nelly.1,positive.120,money.73,2000.8,"Bill Gates, Donald Trump, let me in now",http://genius.com/Nelly-country-grammar-hot-shit-lyrics
269,Donald Trump.159,Its Sad Boy,Yung Gleesh,neutral.102,hotel.43,2013.34,Pushed a button to the Trump Towers,http://genius.com/Yung-gleesh-its-sad-boy-lyrics
270,Donald Trump.160,I Wanna Be With You,Nicki Minaj.1,positive.121,hotel.44,2013.35,"At the Trump, and you bitches at the Radisson",http://genius.com/Dj-khaled-i-wanna-be-with-you-lyrics
271,Donald Trump.161,Party Ain't A Party,2 Chainz,positive.122,hotel.45,2014.11,Exit the club to the Trump,http://genius.com/Jamie-foxx-party-aint-a-party-lyrics
272,Donald Trump.162,Last Year,Borgore,neutral.103,power,2014.12,"Fuck the Trump, I want my own tower",http://genius.com/Borgore-last-year-lyrics
273,Donald Trump.163,InHeiritance,King Mez,negative.44,N/A.62,2014.13,Trump for the china white and they mental like dynamite,http://genius.com/King-mez-inheiritance-lyrics
274,Donald Trump.164,What We Doing,Fat Trel,positive.123,hotel.46,2014.14,Where we at? (Trump Tower),http://genius.com/Fat-trel-what-we-doing-lyrics
275,Donald Trump.165,Sirens,Hoodie Allen,positive.124,hotel.47,2014.15,Last night at the Trump Tower taking drunk showers,http://genius.com/Hoodie-allen-sirens-lyrics
276,Donald Trump.166,Tru Master,Pete Rock,positive.125,money.74,1998.8,In hot pursuit of Donald Trump rap loot,http://genius.com/Pete-rock-tru-master-lyrics
277,Donald Trump.167,Hollow Da Don vs. Joe Budden,Joe Budden.1,neutral.104,The Apprentice.13,2014.16,"Senseless, Apprentice I thought Da Don knew Trump (Donald Trump)",http://genius.com/Total-slaughter-hollow-da-don-vs-joe-budden-lyrics
278,Donald Trump.168,Get It (DT),Pharrell,positive.126,money.75,2011.20,I'm talking Donald Trump level,http://genius.com/Big-sean-get-it-dt-lyrics
279,Donald Trump.169,Bizarre,Mouf,neutral.105,The Apprentice.14,2014.17,"Here trump shit, Donald Trump shit",http://genius.com/Jaygo-bizarre-lyrics
280,Donald Trump.170,The Dangerous Three,R.A. The Rugged Man.2,positive.127,power.1,2013.36,"I'm the Don: Corleone, Cornelius, Trump, King",http://genius.com/Ra-the-rugged-man-the-dangerous-three-lyrics
281,Donald Trump.171,Up Like Trump,Rae Sremmurd,positive.128,personal.42,2015.11,Up like Donald Trump,http://genius.com/Rae-sremmurd-up-like-trump-lyrics
282,Donald Trump.172,Incarcerated Scarfaces,Raekwon.2,positive.129,money.76,1995.3,"Rae's a heavy generator, but yo, guess who's the black Trump? / You rolling like Trump, you get your meat lumped",http://genius.com/Raekwon-incarcerated-scarfaces-lyrics
283,Donald Trump.173,Flawless Remix,Nicki Minaj.2,positive.130,hotel.48,2014.18,"I told him meet me at the Trump, Ivanka",http://genius.com/Beyonce-flawless-remix-lyrics
284,Donald Trump.174,Dart School,Raekwon.3,neutral.106,N/A.63,2011.21,"We was cooling in the Trump section, throwing bubbly",http://genius.com/Raekwon-dart-school-lyrics
285,Donald Trump.175,New York Minute (Remix),Nicki Minaj.3,positive.131,hotel.49,2010.16,I remember how it felt when the twin towers fell I was in the Trump Towers looking for some shower gel,http://genius.com/French-montana-new-york-minute-remix-lyrics
286,Donald Trump.176,Google That,Raekwon.4,positive.132,money.77,2012.23,"Black Trump, n----, with fat pockets",http://genius.com/Nore-google-that-lyrics
287,Donald Trump.177,Hazelton Trump,OB O'Brien,positive.133,hotel.50,2014.19,"Uh, I know this girl, I call her Hazelton Trump",http://genius.com/Ob-obrien-hazelton-trump-lyrics
288,Donald Trump.178,Da Funk,Redman,positive.134,personal.43,1992.2,I'm well known like Donald Trump,http://genius.com/Redman-da-funk-lyrics
289,Donald Trump.179,Sacrifices,Rich Homie Quan,positive.135,money.78,2013.37,"Ask Donald Trump, I want his figures",http://genius.com/Rich-homie-quan-sacrifices-lyrics
290,Donald Trump.180,10 2 10 (Remix),Rick Ross.3,positive.136,hotel.51,2014.20,"I got a place at the Trump, just to pray for advice",http://genius.com/Big-sean-10-2-10-remix-lyrics
291,Donald Trump.181,This Is the Life,Rick Ross.4,positive.137,hotel.52,2008.25,"I'm in Trump Towers, amongst earners",http://genius.com/Rick-ross-this-is-the-life-lyrics
292,Donald Trump.182,I Mean It (Remix),Rick Ross.5,neutral.107,money.79,2014.21,I'm at the poker table like I'm Donald Trump,http://genius.com/G-eazy-i-mean-it-remix-lyrics
293,Donald Trump.183,Pirates,Rick Ross.6,positive.138,money.80,2012.24,"Resurrection of the real, time to get the richer than Trump",http://genius.com/Rick-ross-pirates-lyrics
294,Donald Trump.184,Sixteen,Rick Ross.7,positive.139,hotel.53,2012.25,Trump Tower and I started with a 10 speed,http://genius.com/Rick-ross-sixteen-lyrics
295,Donald Trump.185,Think Like a Man,Rick Ross.8,positive.140,hotel.54,2012.26,"Penthouse, at the Trump, sit on Collins Ave",http://genius.com/Jennifer-hudson-think-like-a-man-lyrics
296,Donald Trump.186,Maybe You Love Me,RiFF RAFF,positive.141,hotel.55,2014.22,Trump towers with Donald (Donald) I can't drive a Honda (uh uh),http://genius.com/Riff-raff-maybe-you-love-me-lyrics
297,Donald Trump.187,Keith Sweat (Jodeci Freestyle),Young Tero,neutral.108,The Apprentice.15,2014.23,"Cause I got goons that keep the fire, no Donald Trump",http://genius.com/Young-tero-keith-sweat-jodeci-freestyle-lyrics
298,Donald Trump.188,PNT.1,Apollo Brown & Ras Kass.1,neutral.109,political.30,2015.12,"He Kenyan, Trump wanted his certificate of birth",http://genius.com/Apollo-brown-and-ras-kass-pnt-lyrics
299,Donald Trump.189,She Wanna Fuck,Rick Ross.9,positive.142,money.81,2015.13,"Bel Air bottles like a boss, penthouse at the Trump",http://genius.com/Rick-ross-she-wanna-fuck-lyrics
300,Donald Trump.190,Dope Spot,Cam'ron.1,neutral.110,political.31,2015.14,"Arrogant rich n----, we might vote for Trump",http://genius.com/Camron-berner-dope-spot-lyrics
